job_title,grade,jurisdictional_classification,negotiating_unit,job_level,agency_description
State Police Intelligence Analyst 3,25,1.0,5.0,,"State Police, Division of"
State Police Intelligence Analyst 4,29,1.0,5.0,,"State Police, Division of"
State Police Security Screening Technician,8,1.0,21.0,,"State Police, Division of"
State Police Supervising Communications Technician,20,1.0,5.0,,"State Police, Division of"
State Police Supvg Security Screening Technician,10,1.0,21.0,,"State Police, Division of"
State Program Examiner 1,18,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 1 Fiscal,18,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 1 Systems,18,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 2,23,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 2 Systems,23,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 3,27,0.0,5.0,,"Comptroller, Office of"
State Program Examiner 4,64,0.0,6.0,,"Comptroller, Office of"
Statewide Travel Coord,23,1.0,5.0,,"General Services, Office of"
Steel Fabricator,NS,1.0,23.0,,Canal Corporation
Stores & Mail Operations Supervisor,12,0.0,2.0,,Multiple Agencies
Stores Clerk 2 Motor Equipment,9,0.0,2.0,,Multiple Agencies
Student Assnt,NS,1.0,5.0,,Multiple Agencies
Student Loan Control Rep 1,11,0.0,2.0,,Multiple Agencies
Student Loan Control Rep 1 Spanish Language,11,0.0,2.0,,Higher Education Services Corp
Student Loan Control Rep 2,15,0.0,2.0,,Multiple Agencies
Student Loan Control Rep 2 Spanish Language,15,0.0,2.0,,Higher Education Services Corp
Student Loan Control Rep 3,20,0.0,2.0,,Higher Education Services Corp
Student Loan Control Rep 3 Spanish Language,20,0.0,2.0,,Higher Education Services Corp
Student Loan Control Rep 4,24,0.0,5.0,,Higher Education Services Corp
Supervising Investigator 1 Justice Center,61,1.0,6.0,,Justice Center
Supervising Investigator 2 Justice Center,62,1.0,6.0,,Justice Center
Supervising Investigator OPWDD,61,1.0,6.0,,"OPWDD People W Dev Disab, Office for"
Supervising Medical Assnt,12,0.0,4.0,,"Civil Service, Department of"
Supervising Tax Law Judge,65,0.0,6.0,,"Tax Appeals, Division of"
Supply Assnt,4,3.0,2.0,,Multiple Agencies
Support Services Assnt,5,1.0,2.0,,Multiple Agencies
Support Services Manager 1,61,0.0,6.0,,"General Services, Office of"
Support Services Manager 2,62,0.0,6.0,,"General Services, Office of"
Supt Of Correctional Facility,OS,1.0,6.0,,Corrections - M/O+Facs
Supvg Accountant,25,0.0,5.0,,Multiple Agencies
Supvg Actuary Casualty,64,0.0,6.0,,Multiple Agencies
Supvg Actuary Life,64,0.0,6.0,,Multiple Agencies
Supvg Attorney,64,0.0,6.0,,Multiple Agencies
Supvg Attorney Tax,64,0.0,6.0,,"Taxation and Finance, Dept of"
Supvg Automotive Facilities Inspector,61,0.0,6.0,,"Motor Vehicles, Department of"
Supvg Beautician,10,1.0,4.0,,Creedmoor Psych Center
Supvg Boiler Inspector,21,0.0,5.0,,"Labor, Department of"
Supvg Budgeting Analyst,61,0.0,6.0,,Multiple Agencies
Supvg Clinical Laboratory Consultant,25,0.0,5.0,,"Health, Department of"
Supvg Comp Claims Referee,65,0.0,6.0,,Workers Compensation Board
Supvg Computer Operator,18,0.0,5.0,,Multiple Agencies
Supvg Consultant Physical Standards & Safety,25,0.0,5.0,,"Temp&Disability Asst, Office of"
Supvg Disability Review Physician,NS,1.0,5.0,,"Temp&Disability Asst, Office of"
Supvg Driver Improvement Examiner,14,0.0,2.0,,"Motor Vehicles, Department of"
Supvg Environmental Conservation Police Officer,18,0.0,31.0,,"Environmental Conservation, Dept of"
Supvg Environmental Impact Examiner,64,1.0,6.0,,"Environmental Conservation, Dept of"
Supvg Equipment Operator Instructor,17,0.0,5.0,,Transportation - M/O+Regs
Supvg Gaming Operations Inspector,21,1.0,5.0,,NYS Gaming Commission
Supvg Housekeeper,11,1.0,4.0,,Multiple Agencies
Supvg Industrial Hygienist,27,0.0,5.0,,"Labor, Department of"
Supvg Inspector Harness Racing,NS,1.0,5.0,,NYS Gaming Commission
Supvg Insur Fund Hearing Rep,62,0.0,6.0,,State Insurance Fund
Supvg Internal Control & Audit Specialist,31,0.0,5.0,,"Financial Services, Department of"
Supvg Labor Services Rep,20,0.0,5.0,,"Labor, Department of"
Supvg Labor Services Rep Chinese Language,20,0.0,5.0,,"Labor, Department of"
Supvg Labor Services Rep Spanish Lang,20,0.0,5.0,,"Labor, Department of"
Supvg Licensed Practical Nurse,13,0.0,4.0,,Multiple Agencies
Supvg Lottery Marketing Rep,18,0.0,5.0,,NYS Gaming Commission
Supvg Medical Social Worker,22,0.0,5.0,,Health - M/O+Facs
Supvg Medical Technologist,23,0.0,5.0,,Multiple Agencies
Supvg Motor Vehicle Referee,63,0.0,6.0,,"Motor Vehicles, Department of"
Supvg Motor Vehicle Rep 1,14,0.0,2.0,,"Motor Vehicles, Department of"
Supvg Motor Vehicle Rep 1 SL,14,0.0,2.0,,"Motor Vehicles, Department of"
Supvg Motor Vehicle Rep 2,17,0.0,5.0,,"Motor Vehicles, Department of"
Supvg Motor Vehicle Rep 3,20,0.0,5.0,,"Motor Vehicles, Department of"
Supvg Museum Exhibit Specialist,19,1.0,5.0,,"P&R Parks and Rec, Office of"
Supvg Offender Rehabilitation Coordinator,22,0.0,5.0,,Corrections - M/O+Facs
Supvg Offender Rehabilitation Coordinator ASAT,22,0.0,5.0,,Corrections - M/O+Facs
Supvg Parks & Recreation Forest Ranger,15,0.0,91.0,,P&R Palisades Park Comm
Supvg Parole Officer,63,0.0,6.0,,Corrections - M/O+Facs
Supvg Parole Revocation Specialist,63,0.0,6.0,,DOCCS Community Supervision
Supvg Risk Management Specialist,31,1.0,5.0,,"Financial Services, Department of"
Supvg Safety & Health Inspector,23,0.0,5.0,,"Labor, Department of"
Supvg Service Area Rep,NS,0.0,12.0,,Thruway Authority
Supvg Unemp Insur Hearing Rep,25,0.0,5.0,,"Labor, Department of"
Supvg Unemp Insur Reviewing Examiner,62,0.0,6.0,,"Labor, Department of"
Supvr Admnv Analysis,25,0.0,5.0,,Multiple Agencies
Supvr Agency Accounts,25,0.0,5.0,,Multiple Agencies
Supvr Consumer & Facility Services,23,0.0,5.0,,"Motor Vehicles, Department of"
Supvr Correctional Facility Volunteer Services,18,0.0,5.0,,Corrections - M/O+Facs
Supvr Correctional Facility Volunteer Tutors,14,0.0,5.0,,Corrections - M/O+Facs
Supvr Correctional Industries Purchasing,23,1.0,5.0,,"Corrections and Community Supervision, Dept of"
Supvr Drilling Operations,20,0.0,5.0,,"Transportation, Department of"
Supvr Educ Children with Disabilities,28,0.0,5.0,,"Education, Dept of"
Supvr Educ Programs,28,0.0,5.0,,"Education, Dept of"
Supvr Educl Testing,28,0.0,5.0,,"Education, Dept of"
Supvr Fire & Safety Program,25,0.0,5.0,,Multiple Agencies
Supvr Forensic Services,25,1.0,5.0,,"State Police, Division of"
Supvr Forest Appraisal,23,0.0,5.0,,"Taxation and Finance, Dept of"
Supvr Grounds,12,1.0,3.0,,Multiple Agencies
Supvr Higher Educ Programs,28,0.0,5.0,,"Education, Dept of"
Supvr Highway Hauling Permit Programs,23,0.0,5.0,,"Transportation, Department of"
Supvr Inmate Grievance Program,19,0.0,5.0,,Corrections - M/O+Facs
Supvr Installation & Repair,18,1.0,5.0,,"Corrections and Community Supervision, Dept of"
Supvr Occupl Educ,28,0.0,5.0,,"Education, Dept of"
Supvr of Licensing Services,25,0.0,5.0,,"State, Department of"
Supvr Optical Laboratory Training & Production,22,0.0,5.0,,DOCCS Wallkill Cor Facility
Supvr Plant Operations & Maintenance,62,0.0,6.0,,Multiple Agencies
Supvr Professional Education Programs,28,0.0,5.0,,"Education, Dept of"
Supvr Public Safety Programs,27,0.0,5.0,,"Criminal Justice Services, Div of"
Supvr Radio Communications,18,0.0,5.0,,"Corrections and Community Supervision, Dept of"
Supvr Rehab Services,23,0.0,5.0,,Multiple Agencies
Supvr Rehab Services Voc,23,0.0,5.0,,OMH-M/O+Facs
Supvr School Business Management,28,0.0,5.0,,"Education, Dept of"
Supvr School Improvement Planning,28,0.0,5.0,,"Education, Dept of"
Supvr Security Services,20,0.0,6.0,,Multiple Agencies
Supvr Tax Conferences,63,0.0,6.0,,"Taxation and Finance, Dept of"
Supvr Trailsides Museum & Zoo,18,1.0,5.0,,P&R Palisades Park Comm
Supvr Utility Accounting & Finance,31,0.0,5.0,,"Public Service, Department of"
Supvr Veterans Home Fiscal Admn,61,0.0,6.0,,Health - M/O+Facs
Supvr Volunteer Services,14,0.0,5.0,,Multiple Agencies
Tandem Tractor Trailer Operator,12,1.0,3.0,,Multiple Agencies
Tax Audit Admr 1,63,0.0,6.0,,"Taxation and Finance, Dept of"
Tax Audit Admr 2,64,0.0,6.0,,"Taxation and Finance, Dept of"
Tax Audit Admr 3,65,0.0,6.0,,"Taxation and Finance, Dept of"
Tax Compliance Agent 1,14,0.0,2.0,,Multiple Agencies
Tax Compliance Agent 1 Spanish Language,14,0.0,2.0,,"Taxation and Finance, Dept of"
Tax Compliance Agent 2,17,0.0,2.0,,Multiple Agencies
Tax Compliance Agent 3,21,0.0,5.0,,Multiple Agencies
Tax Compliance Rep 1,11,0.0,2.0,,Multiple Agencies
Tax Compliance Rep 1 Spanish Language,11,0.0,2.0,,Multiple Agencies
Tax Compliance Rep 2,15,0.0,2.0,,Multiple Agencies
Tax Compliance Rep 2 Spanish Language,15,0.0,2.0,,"Taxation and Finance, Dept of"
Tax Compliance Rep 3,19,0.0,5.0,,Multiple Agencies
Tax Conference Conciliator,25,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Information Aide,NS,0.0,2.0,,"Taxation and Finance, Dept of"
Tax Law Judge,31,0.0,5.0,,"Tax Appeals, Division of"
Tax Policy Analyst 1,18,1.0,6.0,,"Taxation and Finance, Dept of"
Tax Policy Analyst 2,23,1.0,6.0,,"Taxation and Finance, Dept of"
Tax Policy Analyst 3,62,1.0,6.0,,"Taxation and Finance, Dept of"
Tax Policy Analyst 5,64,1.0,6.0,,"Taxation and Finance, Dept of"
Tax Publications Editor 1,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Publications Editor 2,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Regulations Specialist 1,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Regulations Specialist 2,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Regulations Specialist 3,27,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Regulations Specialist 4,64,0.0,6.0,,"Taxation and Finance, Dept of"
Tax Technician 1,14,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 2 Corporation,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 2 Excise,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 2 Income,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 2 Sales,18,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 3 Corporation,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 3 Excise,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 3 Income,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 3 Sales,23,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 4 Corporation,27,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 4 Excise,27,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 4 Income,27,0.0,5.0,,"Taxation and Finance, Dept of"
Tax Technician 4 Sales,27,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Admr 1,29,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Admr 2,31,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Admr 3,65,0.0,6.0,,"Taxation and Finance, Dept of"
Taxpayer Services Rep 1,11,0.0,2.0,,"Taxation and Finance, Dept of"
Taxpayer Services Rep 1 Spanish Language,11,0.0,2.0,,"Taxation and Finance, Dept of"
Taxpayer Services Rep 2,14,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Rep 2 Spanish Language,14,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 1,14,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 1 Spanish Language,14,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 2,18,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 2 Spanish Language,18,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 3,23,0.0,5.0,,"Taxation and Finance, Dept of"
Taxpayer Services Specialist 4,27,0.0,5.0,,"Taxation and Finance, Dept of"
Teacher 1,12,0.0,5.0,,Multiple Agencies
Teacher 1 Bilingual,12,0.0,5.0,,Multiple Agencies
Teacher 1 Spanish Language,12,0.0,5.0,,Multiple Agencies
Teacher 2,13,0.0,5.0,,Multiple Agencies
Teacher 2 Bilingual,13,0.0,5.0,,Multiple Agencies
Teacher 2 Spanish Language,13,0.0,5.0,,Multiple Agencies
Teacher 3,15,0.0,5.0,,Multiple Agencies
Teacher 3 Bilingual,15,0.0,5.0,,Multiple Agencies
Teacher 3 Spanish Language,15,0.0,5.0,,Multiple Agencies
Teacher 4,17,0.0,5.0,,Multiple Agencies
Teacher 4  Spanish Language,17,0.0,5.0,,Multiple Agencies
Teacher 4 Bilingual,17,0.0,5.0,,Multiple Agencies
Teachers Retirement Examiner 1,12,0.0,9.0,,Teachers Retirement System
Teachers Retirement Examiner 2,15,0.0,9.0,,Teachers Retirement System
Teachers Retirement Examiner 3,18,0.0,9.0,,Teachers Retirement System
Teachers Retirement Examiner 4,23,0.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 F I,23,0.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 P Market,23,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 PE,23,6.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 Public E,23,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 QS IPM,23,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 2 Risk Mgt,23,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 3 F I,27,6.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 3 P Market,27,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 3 Public E,27,1.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 3 R E Q,27,6.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Offcr 3 Risk Mgt,27,6.0,9.0,,Teachers Retirement System
Teachers Retirement System Invest Officer 1,18,0.0,9.0,,Teachers Retirement System
Teaching & Research Cntr Licensed Practical Nurse,10,0.0,4.0,,"SUNY-Admin,Coll+Univs"
Teaching Assnt,9,0.0,5.0,,Multiple Agencies
Teaching Hosp Sterile Supply Technician 1,7,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Teaching Hosp Sterile Supply Technician 2,8,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Teaching Hosp Surgical Technologist 1,9,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Teaching Hosp Surgical Technologist 2,12,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Technical Writer 2,23,0.0,5.0,,Multiple Agencies
Temporary Assistance Specialist 1,18,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 1 RIS,18,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 2,23,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 2 RIS,23,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 3,27,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 3 RIS,27,0.0,5.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 4,64,0.0,6.0,,"Temp&Disability Asst, Office of"
Temporary Assistance Specialist 4 RIS,64,0.0,6.0,,"Temp&Disability Asst, Office of"
Tender Captain,NS,1.0,11.0,,Multiple Agencies
Therapy Aide Physical,9,1.0,4.0,,"SUNY-Admin,Coll+Univs"
Thruway Commercial Rep,NS,1.0,12.0,,Thruway Authority
Thruway Communications Asst Supvr,NS,0.0,12.0,,Thruway Authority
Thruway Communications Supvr,NS,0.0,12.0,,Thruway Authority
Thruway Maintenance Supervisor 1,NS,0.0,12.0,,Thruway Authority
Thruway Maintenance Supervisor 2,NS,0.0,12.0,,Thruway Authority
Thruway Maintenance Worker,NS,1.0,11.0,,Thruway Authority
Thruway Stores Supvr,NS,0.0,12.0,,Thruway Authority
Thruway Tug Captain,NS,1.0,11.0,,Thruway Authority
Title Searcher,14,0.0,5.0,,"Law, Department of"
Toll Collector,NS,0.0,11.0,,Bridge Authority
Toll Electronic Systems Technician,NS,0.0,11.0,,Thruway Authority
Toll Equipment Modification Specialist,NS,1.0,11.0,,Thruway Authority
Tractor Trailer Dispatcher,13,1.0,3.0,,Multiple Agencies
Tractor Trailer Operator,8,1.0,3.0,,Multiple Agencies
Trades Generalist,12,1.0,3.0,,Multiple Agencies
Trades Specialist Bridge,12,1.0,3.0,,Multiple Agencies
Trades Specialist Carpenter,12,1.0,3.0,,Multiple Agencies
Trades Specialist Electrician,12,1.0,3.0,,Multiple Agencies
Trades Specialist Locksmith,12,1.0,3.0,,Multiple Agencies
Trades Specialist Machinist,12,1.0,3.0,,Multiple Agencies
Trades Specialist Mason & Plasterer,12,1.0,3.0,,Multiple Agencies
Trades Specialist Painter,12,1.0,3.0,,Multiple Agencies
Trades Specialist Plumber & Steamfitter,12,1.0,3.0,,Multiple Agencies
Trades Specialist Roofing,12,1.0,3.0,,Multiple Agencies
Trades Specialist Sheet Metal,12,1.0,3.0,,Multiple Agencies
Trades Specialist Sign Fabrication,12,1.0,3.0,,Multiple Agencies
Trades Specialist Upholstery,12,1.0,3.0,,"SUNY-Admin,Coll+Univs"
Trades Specialist Welder,12,1.0,3.0,,Multiple Agencies
Trades Supervisor Carpenter,14,1.0,3.0,,Multiple Agencies
Trades Supervisor Electrician,14,1.0,3.0,,Multiple Agencies
Trades Supervisor Mason & Plasterer,14,1.0,3.0,,Multiple Agencies
Trades Supervisor Painter,14,1.0,3.0,,Multiple Agencies
Trades Supervisor Plumber & Steamfitter,14,1.0,3.0,,Multiple Agencies
Trades Supervisor Sign Fabrication,14,1.0,3.0,,Multiple Agencies
Traffic Signal Coord,25,0.0,5.0,,"Transportation, Department of"
Traffic Signal Equipment Specialist,19,0.0,5.0,,"Transportation, Department of"
Traffic Supvr,NS,0.0,12.0,,Thruway Authority
Traffic Systems Technician 1,14,0.0,5.0,,Transportation - M/O+Regs
Traffic Systems Technician 2,16,0.0,5.0,,Transportation - M/O+Regs
Training Specialist 1,18,0.0,5.0,,Multiple Agencies
Training Specialist 1 Addictions,18,0.0,5.0,,"Addiction Services and Supports, Off of"
Training Specialist 1 Child Protective Services,18,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 1 Child Welfare,18,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 1 Instructional Design,18,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 1 Juvenile Justice,18,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 1 Mental Hygiene,18,0.0,5.0,,Multiple Agencies
Training Specialist 1 Nursing,18,0.0,5.0,,Multiple Agencies
Training Specialist 2,23,0.0,5.0,,Multiple Agencies
Training Specialist 2 Addictions,23,0.0,5.0,,"Addiction Services and Supports, Off of"
Training Specialist 2 Child Protective Services,23,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 2 Child Welfare,23,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 2 Instructional Design,23,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 2 Juvenile Justice,23,0.0,5.0,,"Children&Family Svcs, Off of"
Training Specialist 2 Mental Hygiene,23,0.0,5.0,,Multiple Agencies
Translator,14,0.0,5.0,,Multiple Agencies
Translator Manual Communications,14,1.0,5.0,,Multiple Agencies
Transportation Analyst,18,0.0,5.0,,Multiple Agencies
Transportation Construction Inspector 1,NS,1.0,5.0,,Canal Corporation
Transportation Construction Inspector 2,NS,1.0,5.0,,Multiple Agencies
Transportation Construction Inspector 3,NS,1.0,5.0,,Multiple Agencies
Transportation Maintenance Engineer 1,62,0.0,6.0,,Transportation - M/O+Regs
Transportation Maintenance Engineer 1 Waterways,NS,0.0,26.0,,Canal Corporation
Transportation Maintenance Engineer 2,63,0.0,6.0,,Transportation - M/O+Regs
Transportation Maintenance Engineer 3,64,0.0,6.0,,Transportation - M/O+Regs
Transportation Manager 1,63,0.0,6.0,,"Transportation, Department of"
Transportation Manager 2,64,0.0,6.0,,"Transportation, Department of"
Transportation Manager 3,65,0.0,6.0,,"Transportation, Department of"
Transportation Manager 4,66,0.0,6.0,,"Transportation, Department of"
Transportation Office Assnt 2,11,0.0,2.0,,Multiple Agencies
Transportation Supvr 1,11,0.0,3.0,,Multiple Agencies
Transportation Supvr 2,14,0.0,5.0,,Multiple Agencies
Treatment Team Leader Children & Youth Srvs,61,0.0,6.0,,OMH-M/O+Facs
Treatment Team Leader Children & Youth Srvs S L,61,0.0,6.0,,NYC Childrens Center
Treatment Team Leader Developmental Disabilities,61,0.0,6.0,,OPWDD-M/O+Facs
Treatment Team Leader Mental Health,61,0.0,6.0,,OMH-M/O+Facs
Treatment Team Leader Mental Health Spanish Lang,61,0.0,6.0,,OMH-M/O+Facs
Treatment Unit Clerk,7,0.0,2.0,,OMH-M/O+Facs
Treatment Unit Clerk Manual Communications,7,0.0,2.0,,Rockland Psych Center
Tree Pruner,8,1.0,3.0,,Transportation - M/O+Regs
